,flo_in,sed_in
2011-11-10,10.6,.115E+04
2011-11-11,41.5,.168E+05
2011-11-12,11.0,.118E+04
2011-11-13,10.8,.114E+04
2011-11-14,10.9,.114E+04
2011-11-15,10.9,.119E+04
2011-11-16,11.0,.119E+04
2011-11-17,11.0,.120E+04
2011-11-18,11.2,.139E+04
2011-11-19,214.,.871E+05
2011-11-20,24.0,.752E+04
2011-11-21,12.4,.171E+04
2011-11-22,11.5,.139E+04
2011-11-23,12.3,.169E+04
2011-11-24,11.5,.141E+04
2011-11-25,11.6,.145E+04
2011-11-26,11.7,.145E+04
2011-11-27,11.7,.150E+04
2011-11-28,11.8,.151E+04
2011-11-29,11.8,.150E+04
2011-11-30,11.8,.150E+04
2011-12-01,19.8,.563E+04
2011-12-02,12.1,.169E+04
2011-12-03,141.,.604E+05
2011-12-04,21.8,.581E+04
2011-12-05,12.4,.177E+04
2011-12-06,66.3,.283E+05
2011-12-07,17.5,.422E+04
2011-12-08,23.2,.713E+04
2011-12-09,23.2,.712E+04
2011-12-10,13.8,.238E+04
2011-12-11,12.9,.205E+04
2011-12-12,12.7,.192E+04
2011-12-13,12.7,.199E+04
2011-12-14,12.8,.199E+04
2011-12-15,12.8,.204E+04
2011-12-16,13.1,.212E+04
2011-12-17,12.9,.206E+04
2011-12-18,13.0,.206E+04
2011-12-19,13.0,.207E+04
2011-12-20,13.1,.214E+04
2011-12-21,13.1,.214E+04
2011-12-22,13.2,.214E+04
2011-12-23,13.2,.214E+04
2011-12-24,13.3,.212E+04
2011-12-25,13.3,.212E+04
2011-12-26,13.3,.212E+04
2011-12-27,13.4,.218E+04
2011-12-28,13.4,.226E+04
2011-12-29,13.4,.227E+04
2011-12-30,13.4,.227E+04
2011-12-31,13.4,.227E+04
2012-01-01,13.4,.228E+04
2012-01-02,13.4,.228E+04
2012-01-03,13.5,.228E+04
2012-01-04,13.5,.228E+04
2012-01-05,13.5,.228E+04
2012-01-06,13.4,.228E+04
2012-01-07,13.5,.228E+04
2012-01-08,13.4,.227E+04
2012-01-09,13.4,.227E+04
2012-01-10,13.4,.227E+04
2012-01-11,13.4,.226E+04
2012-01-12,13.4,.225E+04
2012-01-13,13.3,.212E+04
2012-01-14,13.3,.212E+04
2012-01-15,13.3,.212E+04
2012-01-16,13.3,.212E+04
2012-01-17,13.2,.213E+04
2012-01-18,13.2,.214E+04
2012-01-19,13.1,.214E+04
2012-01-20,14.5,.279E+04
2012-01-21,70.6,.305E+05
2012-01-22,66.9,.289E+05
2012-01-23,40.4,.160E+05
2012-01-24,13.1,.207E+04
2012-01-25,13.0,.206E+04
2012-01-26,13.0,.206E+04
2012-01-27,13.0,.205E+04
2012-01-28,13.0,.205E+04
2012-01-29,13.0,.205E+04
2012-01-30,12.9,.205E+04
2012-01-31,12.8,.204E+04
2012-02-01,12.8,.204E+04
2012-02-02,12.9,.204E+04
2012-02-03,12.8,.198E+04
2012-02-04,12.7,.191E+04
2012-02-05,12.7,.191E+04
2012-02-06,15.1,.304E+04
2012-02-07,40.1,.160E+05
2012-02-08,12.8,.191E+04
2012-02-09,12.7,.184E+04
2012-02-10,12.7,.184E+04
2012-02-11,12.6,.184E+04
2012-02-12,12.6,.184E+04
2012-02-13,12.6,.179E+04
2012-02-14,17.4,.421E+04
2012-02-15,12.6,.184E+04
2012-02-16,13.4,.227E+04
2012-02-17,24.6,.794E+04
2012-02-18,12.0,.144E+04
2012-02-19,11.7,.138E+04
2012-02-20,11.4,.115E+04
2012-02-21,11.2,.108E+04
2012-02-22,11.0,896.
2012-02-23,68.6,.295E+05
2012-02-24,10.6,697.
2012-02-25,60.7,.257E+05
2012-02-26,10.3,570.
2012-02-27,10.1,450.
2012-02-28,9.99,444.
2012-02-29,44.1,.176E+05
2012-03-01,9.72,308.
2012-03-02,49.2,.201E+05
2012-03-03,9.65,307.
2012-03-04,9.90,402.
2012-03-05,214.,.869E+05
2012-03-06,24.3,.678E+04
2012-03-07,11.0,621.
2012-03-08,9.96,361.
2012-03-09,77.1,.333E+05
2012-03-10,52.9,.215E+05
2012-03-11,26.4,.792E+04
2012-03-12,13.7,.167E+04
2012-03-13,10.6,528.
2012-03-14,10.1,449.
2012-03-15,10.0,370.
2012-03-16,10.1,449.
2012-03-17,72.7,.313E+05
2012-03-18,37.3,.137E+05
2012-03-19,13.2,.156E+04
2012-03-20,11.1,693.
2012-03-21,10.7,619.
2012-03-22,10.7,619.
2012-03-23,101.,.440E+05
2012-03-24,116.,.504E+05
2012-03-25,25.4,.757E+04
2012-03-26,14.0,.195E+04
2012-03-27,11.9,.113E+04
2012-03-28,11.3,898.
2012-03-29,11.4,897.
2012-03-30,11.5,908.
2012-03-31,26.2,.835E+04
2012-04-01,11.7,.107E+04
2012-04-02,11.8,.113E+04
2012-04-03,27.2,.899E+04
2012-04-04,12.0,.124E+04
2012-04-05,12.0,.123E+04
2012-04-06,12.1,.124E+04
2012-04-07,12.2,.138E+04
2012-04-08,12.2,.140E+04
2012-04-09,12.0,.126E+04
2012-04-10,12.1,.149E+04
2012-04-11,61.0,.259E+05
2012-04-12,12.1,.150E+04
2012-04-13,11.9,.150E+04
2012-04-14,87.5,.386E+05
2012-04-15,12.1,.170E+04
2012-04-16,12.0,.175E+04
2012-04-17,12.4,.189E+04
2012-04-18,11.9,.177E+04
2012-04-19,11.9,.176E+04
2012-04-20,12.0,.179E+04
2012-04-21,12.0,.183E+04
2012-04-22,13.3,.255E+04
2012-04-23,39.1,.158E+05
2012-04-24,14.2,.303E+04
2012-04-25,11.7,.183E+04
2012-04-26,12.0,.205E+04
2012-04-27,47.8,.203E+05
2012-04-28,11.7,.189E+04
2012-04-29,11.5,.190E+04
2012-04-30,11.0,.190E+04
2012-05-01,11.0,.190E+04
2012-05-02,29.8,.115E+05
2012-05-03,304.,.115E+06
2012-05-04,35.0,.136E+05
2012-05-05,13.7,.305E+04
2012-05-06,13.3,.295E+04
2012-05-07,11.5,.206E+04
2012-05-08,11.5,.199E+04
2012-05-09,19.3,.611E+04
2012-05-10,19.4,.599E+04
2012-05-11,11.7,.219E+04
2012-05-12,11.9,.220E+04
2012-05-13,11.8,.219E+04
2012-05-14,11.8,.219E+04
2012-05-15,71.9,.315E+05
2012-05-16,12.1,.219E+04
2012-05-17,12.1,.220E+04
2012-05-18,20.8,.664E+04
2012-05-19,12.1,.219E+04
2012-05-20,12.3,.219E+04
2012-05-21,12.4,.220E+04
2012-05-22,85.3,.377E+05
2012-05-23,15.8,.390E+04
2012-05-24,12.5,.220E+04
2012-05-25,15.1,.353E+04
2012-05-26,12.6,.222E+04
2012-05-27,12.6,.223E+04
2012-05-28,32.5,.125E+05
2012-05-29,465.,.156E+06
2012-05-30,124.,.523E+05
2012-05-31,20.7,.600E+04
2012-06-01,14.5,.297E+04
2012-06-02,13.3,.247E+04
2012-06-03,13.4,.247E+04
2012-06-04,13.1,.231E+04
2012-06-05,13.3,.247E+04
2012-06-06,13.4,.247E+04
2012-06-07,13.2,.239E+04
2012-06-08,13.2,.247E+04
2012-06-09,230.,.921E+05
2012-06-10,22.0,.660E+04
2012-06-11,14.7,.297E+04
2012-06-12,31.4,.116E+05
2012-06-13,14.0,.272E+04
2012-06-14,13.8,.252E+04
2012-06-15,13.8,.251E+04
2012-06-16,16.9,.411E+04
2012-06-17,19.9,.562E+04
2012-06-18,13.7,.249E+04
2012-06-19,485.,.162E+06
2012-06-20,289.,.109E+06
2012-06-21,39.9,.154E+05
2012-06-22,624.,.196E+06
2012-06-23,113.,.487E+05
2012-06-24,31.7,.113E+05
2012-06-25,18.9,.495E+04
2012-06-26,15.5,.319E+04
2012-06-27,14.6,.279E+04
2012-06-28,14.3,.262E+04
2012-06-29,14.3,.262E+04
2012-06-30,14.3,.262E+04
2012-07-01,15.0,.303E+04
2012-07-02,61.0,.258E+05
2012-07-03,36.2,.139E+05
2012-07-04,14.9,.287E+04
2012-07-05,14.3,.262E+04
2012-07-06,14.6,.278E+04
2012-07-07,23.8,.751E+04
2012-07-08,23.6,.740E+04
2012-07-09,14.3,.261E+04
2012-07-10,14.2,.261E+04
2012-07-11,14.2,.249E+04
2012-07-12,14.7,.278E+04
2012-07-13,17.2,.409E+04
2012-07-14,79.9,.347E+05
2012-07-15,14.2,.249E+04
2012-07-16,14.3,.250E+04
2012-07-17,14.0,.240E+04
2012-07-18,14.2,.250E+04
2012-07-19,14.1,.249E+04
2012-07-20,14.4,.255E+04
2012-07-21,14.3,.250E+04
2012-07-22,14.3,.255E+04
2012-07-23,13.9,.247E+04
2012-07-24,13.9,.245E+04
2012-07-25,13.7,.230E+04
2012-07-26,13.7,.229E+04
2012-07-27,13.3,.209E+04
2012-07-28,13.0,.189E+04
2012-07-29,12.7,.160E+04
2012-07-30,12.3,.141E+04
2012-07-31,12.0,.122E+04
2012-08-01,5.78,5.15
2012-08-02,5.73,5.08
2012-08-03,5.72,4.50
2012-08-04,4.68,2.57
2012-08-05,4.68,2.54
2012-08-06,17.9,.262E+04
2012-08-07,9.47,44.0
2012-08-08,4.91,2.52
2012-08-09,4.95,2.52
2012-08-10,4.93,2.46
2012-08-11,5.04,2.63
2012-08-12,22.3,.503E+04
2012-08-13,2.13,.515
2012-08-14,2.70,2.81
2012-08-15,2.44,1.49
2012-08-16,2.47,2.27
2012-08-17,2.60,2.66
2012-08-18,2.27,5.00
2012-08-19,2.31,5.01
2012-08-20,2.39,5.32
2012-08-21,2.39,6.22
2012-08-22,2.53,8.43
2012-08-23,2.60,8.53
2012-08-24,2.73,9.88
2012-08-25,2.75,10.1
2012-08-26,2.84,12.0
2012-08-27,2.87,12.0
2012-08-28,2.98,13.4
2012-08-29,2.99,13.6
2012-08-30,3.03,14.1
2012-08-31,3.12,15.9
2012-09-01,3.38,17.4
2012-09-02,128.,.558E+05
2012-09-03,13.5,.256E+04
2012-09-04,23.9,.798E+04
2012-09-05,3.23,15.9
2012-09-06,23.5,.775E+04
2012-09-07,3.27,16.6
2012-09-08,3.25,16.6
2012-09-09,3.23,15.9
2012-09-10,3.19,15.9
2012-09-11,3.16,15.9
2012-09-12,39.5,.160E+05
2012-09-13,3.00,13.6
2012-09-14,2.89,11.8
2012-09-15,6.60,129.
2012-09-16,10.4,.111E+04
2012-09-17,2.64,8.02
2012-09-18,10.2,.105E+04
2012-09-19,16.0,.358E+04
2012-09-20,1.78,.525
2012-09-21,1.76,.468
2012-09-22,1.68,.456
2012-09-23,91.8,.410E+05
2012-09-24,2.43,3.48
2012-09-25,27.3,.952E+04
2012-09-26,1.52,.126
2012-09-27,1.73,.176
2012-09-28,30.5,.114E+05
2012-09-29,1.45,.126
2012-09-30,33.7,.131E+05
2012-10-01,1.34,.578E-03
2012-10-02,1.50,.126
2012-10-03,69.7,.309E+05
2012-10-04,115.,.508E+05
2012-10-05,2.51,2.87
2012-10-06,134.,.580E+05
2012-10-07,75.8,.339E+05
2012-10-08,1.90,.450
2012-10-09,1.87,.449
2012-10-10,8.28,417.
2012-10-11,12.8,.208E+04
2012-10-12,2.11,1.49
2012-10-13,2.18,1.71
2012-10-14,2.55,4.20
2012-10-15,2.39,3.43
2012-10-16,2.54,3.81
2012-10-17,33.3,.127E+05
2012-10-18,58.5,.256E+05
2012-10-19,28.5,.101E+05
2012-10-20,3.11,9.04
2012-10-21,3.21,10.5
2012-10-22,3.37,11.6
2012-10-23,27.3,.951E+04
2012-10-24,3.81,15.7
2012-10-25,3.88,16.5
2012-10-26,3.96,17.6
2012-10-27,4.14,20.0
2012-10-28,33.0,.124E+05
2012-10-29,12.2,.170E+04
2012-10-30,4.59,25.9
2012-10-31,4.74,26.1
2012-11-01,4.85,28.5
2012-11-02,5.01,30.0
2012-11-03,5.15,31.1
2012-11-04,5.24,32.7
2012-11-05,5.34,34.9
2012-11-06,34.4,.131E+05
2012-11-07,5.68,38.2
2012-11-08,5.79,39.1
2012-11-09,5.92,40.5
2012-11-10,6.02,41.3
2012-11-11,33.5,.126E+05
2012-11-12,21.9,.658E+04
2012-11-13,6.43,48.9
2012-11-14,6.55,50.8
2012-11-15,6.67,51.1
2012-11-16,6.76,81.4
2012-11-17,62.5,.269E+05
2012-11-18,7.00,88.8
2012-11-19,7.18,81.9
2012-11-20,7.18,81.9
2012-11-21,7.32,81.6
2012-11-22,7.49,170.
2012-11-23,19.9,.545E+04
2012-11-24,7.64,160.
2012-11-25,7.68,155.
2012-11-26,25.0,.815E+04
2012-11-27,7.89,149.
2012-11-28,7.99,214.
2012-11-29,20.4,.578E+04
2012-11-30,8.18,253.
2012-12-01,23.8,.751E+04
2012-12-02,8.44,257.
2012-12-03,10.1,717.
2012-12-04,12.3,.170E+04
2012-12-05,8.52,284.
2012-12-06,8.52,284.
2012-12-07,8.62,340.
2012-12-08,8.67,332.
2012-12-09,8.78,392.
2012-12-10,8.85,417.
2012-12-11,8.89,417.
2012-12-12,8.95,412.
2012-12-13,9.00,411.
2012-12-14,9.05,411.
2012-12-15,13.1,.206E+04
2012-12-16,9.09,423.
2012-12-17,9.18,419.
2012-12-18,9.23,434.
2012-12-19,9.29,495.
2012-12-20,9.32,501.
2012-12-21,9.36,536.
2012-12-22,45.9,.187E+05
2012-12-23,9.51,587.
2012-12-24,9.52,581.
2012-12-25,9.54,581.
2012-12-26,9.54,581.
2012-12-27,9.56,587.
2012-12-28,13.5,.221E+04
2012-12-29,12.3,.162E+04
2012-12-30,126.,.544E+05
2012-12-31,10.9,.103E+04
2013-01-01,9.85,618.
2013-01-02,9.78,622.
2013-01-03,9.84,612.
2013-01-04,9.88,612.
2013-01-05,9.90,612.
2013-01-06,9.92,657.
2013-01-07,9.90,657.
2013-01-08,9.93,657.
2013-01-09,9.98,730.
2013-01-10,9.99,730.
2013-01-11,10.0,730.
2013-01-12,10.0,730.
2013-01-13,10.0,730.
2013-01-14,214.,.847E+05
2013-01-15,17.6,.404E+04
2013-01-16,11.3,.108E+04
2013-01-17,10.4,807.
2013-01-18,10.4,807.
2013-01-19,10.4,807.
2013-01-20,10.4,807.
2013-01-21,10.5,851.
2013-01-22,48.4,.198E+05
2013-01-23,10.7,847.
2013-01-24,13.3,.206E+04
2013-01-25,10.6,847.
2013-01-26,10.7,864.
2013-01-27,10.7,865.
2013-01-28,10.7,865.
2013-01-29,10.7,969.
2013-01-30,10.8,969.
2013-01-31,10.8,.104E+04
2013-02-01,10.8,.104E+04
2013-02-02,10.8,978.
2013-02-03,10.9,.109E+04
2013-02-04,11.3,.119E+04
2013-02-05,10.9,.109E+04
2013-02-06,91.5,.401E+05
2013-02-07,11.1,.108E+04
2013-02-08,11.1,.108E+04
2013-02-09,11.1,.108E+04
2013-02-10,11.1,.108E+04
2013-02-11,11.2,.108E+04
2013-02-12,11.3,.113E+04
2013-02-13,40.2,.158E+05
2013-02-14,11.2,.110E+04
2013-02-15,26.8,.898E+04
2013-02-16,11.3,.114E+04
2013-02-17,11.3,.114E+04
2013-02-18,16.5,.365E+04
2013-02-19,11.4,.113E+04
2013-02-20,11.3,.114E+04
2013-02-21,11.3,.114E+04
2013-02-22,11.3,.114E+04
2013-02-23,11.3,.114E+04
2013-02-24,11.4,.113E+04
2013-02-25,11.4,.113E+04
2013-02-26,11.4,.114E+04
2013-02-27,26.3,.866E+04
2013-02-28,11.4,.114E+04
2013-03-01,47.4,.192E+05
2013-03-02,11.4,.114E+04
2013-03-03,11.4,.113E+04
2013-03-04,11.5,.119E+04
2013-03-05,11.3,.114E+04
2013-03-06,11.3,.114E+04
2013-03-07,11.3,.114E+04
2013-03-08,11.2,.110E+04
2013-03-09,11.2,.114E+04
2013-03-10,11.1,.111E+04
2013-03-11,11.4,.114E+04
2013-03-12,11.2,.114E+04
2013-03-13,28.6,.982E+04
2013-03-14,45.5,.184E+05
2013-03-15,11.3,.114E+04
2013-03-16,11.2,.111E+04
2013-03-17,11.3,.110E+04
2013-03-18,28.2,.962E+04
2013-03-19,16.2,.332E+04
2013-03-20,11.2,.110E+04
2013-03-21,11.3,.110E+04
2013-03-22,13.5,.212E+04
2013-03-23,11.2,.110E+04
2013-03-24,11.3,.114E+04
2013-03-25,31.4,.113E+05
2013-03-26,11.3,.109E+04
2013-03-27,17.5,.407E+04
2013-03-28,11.1,.108E+04
2013-03-29,11.1,.108E+04
2013-03-30,11.1,.108E+04
2013-03-31,11.2,.112E+04
2013-04-01,10.8,.108E+04
2013-04-02,24.4,.770E+04
2013-04-03,213.,.844E+05
2013-04-04,16.3,.337E+04
2013-04-05,11.4,.113E+04
2013-04-06,73.7,.320E+05
2013-04-07,24.5,.784E+04
2013-04-08,10.7,952.
2013-04-09,10.6,866.
2013-04-10,11.0,.108E+04
2013-04-11,15.8,.329E+04
2013-04-12,10.7,949.
2013-04-13,10.7,949.
2013-04-14,10.6,951.
2013-04-15,10.7,.102E+04
2013-04-16,10.7,949.
2013-04-17,10.6,951.
2013-04-18,10.5,858.
2013-04-19,10.2,726.
2013-04-20,18.9,.469E+04
2013-04-21,74.8,.324E+05
2013-04-22,9.68,431.
2013-04-23,9.30,323.
2013-04-24,47.0,.190E+05
2013-04-25,31.2,.109E+05
2013-04-26,10.2,539.
2013-04-27,8.67,153.
2013-04-28,8.51,131.
2013-04-29,8.24,103.
2013-04-30,8.20,96.5
2013-05-01,9.01,242.
2013-05-02,10.4,683.
2013-05-03,7.69,71.1
2013-05-04,7.54,71.7
2013-05-05,7.33,53.8
2013-05-06,7.16,53.8
2013-05-07,7.29,71.5
2013-05-08,7.09,53.7
2013-05-09,6.98,52.2
2013-05-10,7.07,53.6
2013-05-11,92.5,.404E+05
2013-05-12,24.9,.792E+04
2013-05-13,7.10,53.4
2013-05-14,6.95,53.5
2013-05-15,7.09,70.9
2013-05-16,7.05,83.5
2013-05-17,7.17,70.0
2013-05-18,6.97,83.6
2013-05-19,7.59,165.
2013-05-20,73.9,.324E+05
2013-05-21,7.93,137.
2013-05-22,7.19,86.6
2013-05-23,7.39,95.4
2013-05-24,7.15,87.3
2013-05-25,7.56,135.
2013-05-26,7.30,102.
2013-05-27,7.39,96.0
2013-05-28,7.43,89.4
2013-05-29,8.40,290.
2013-05-30,29.9,.107E+05
2013-05-31,79.7,.351E+05
2013-06-01,7.88,165.
2013-06-02,7.92,165.
2013-06-03,7.79,170.
2013-06-04,7.74,152.
2013-06-05,7.70,151.
2013-06-06,7.84,171.
2013-06-07,7.96,165.
2013-06-08,7.85,171.
2013-06-09,7.87,171.
2013-06-10,8.14,235.
2013-06-11,8.06,208.
2013-06-12,21.8,.644E+04
2013-06-13,82.5,.363E+05
2013-06-14,35.5,.134E+05
2013-06-15,8.11,192.
2013-06-16,53.0,.222E+05
2013-06-17,8.36,276.
2013-06-18,8.12,192.
2013-06-19,19.1,.499E+04
2013-06-20,16.2,.352E+04
2013-06-21,8.51,276.
2013-06-22,10.8,.101E+04
2013-06-23,8.25,238.
2013-06-24,46.3,.188E+05
2013-06-25,8.27,235.
2013-06-26,195.,.788E+05
2013-06-27,13.4,.187E+04
2013-06-28,8.83,273.
2013-06-29,8.56,277.
2013-06-30,8.43,238.
2013-07-01,8.42,238.
2013-07-02,8.40,238.
2013-07-03,8.42,238.
2013-07-04,8.63,280.
2013-07-05,8.50,277.
2013-07-06,8.42,238.
2013-07-07,8.60,280.
2013-07-08,8.32,239.
2013-07-09,8.29,244.
2013-07-10,8.30,244.
2013-07-11,8.32,244.
2013-07-12,8.43,238.
2013-07-13,8.41,238.
2013-07-14,9.50,573.
2013-07-15,8.35,238.
2013-07-16,8.52,281.
2013-07-17,10.3,855.
2013-07-18,8.31,244.
2013-07-19,8.61,280.
2013-07-20,8.57,280.
2013-07-21,8.50,277.
2013-07-22,8.35,239.
2013-07-23,24.3,.760E+04
2013-07-24,16.3,.352E+04
2013-07-25,8.39,275.
2013-07-26,3.54,1.29
2013-07-27,125.,.547E+05
2013-07-28,3.37,12.5
2013-07-29,23.8,.761E+04
2013-07-30,.756,.714E-03
2013-07-31,.803,.898E-02
2013-08-01,23.1,.689E+04
2013-08-02,5.38,28.8
2013-08-03,9.01,542.
2013-08-04,.728,.525E-03
2013-08-05,.482,.470E-03
2013-08-06,349.,.127E+06
2013-08-07,18.2,.412E+04
2013-08-08,2.92,4.36
2013-08-09,.868,.936E-03
2013-08-10,.795,.673E-03
2013-08-11,.825,.534E-03
2013-08-12,.900,.448E-03
2013-08-13,.995,.388E-03
2013-08-14,1.08,.341E-03
2013-08-15,1.07,.301E-03
2013-08-16,1.21,.267E-03
2013-08-17,1.34,.238E-03
2013-08-18,1.43,.116
2013-08-19,1.51,.125
2013-08-20,1.58,.418
2013-08-21,2.06,1.40
2013-08-22,5.67,39.5
2013-08-23,12.7,.190E+04
2013-08-24,2.05,1.04
2013-08-25,2.39,3.29
2013-08-26,2.22,2.27
2013-08-27,60.0,.259E+05
2013-08-28,2.53,3.65
2013-08-29,2.50,3.41
2013-08-30,2.50,3.57
2013-08-31,2.72,5.13
2013-09-01,29.7,.107E+05
2013-09-02,2.87,6.34
2013-09-03,51.2,.216E+05
2013-09-04,58.5,.252E+05
2013-09-05,12.3,.170E+04
2013-09-06,3.19,8.85
2013-09-07,3.17,8.15
2013-09-08,41.2,.165E+05
2013-09-09,3.30,10.3
2013-09-10,3.21,8.12
2013-09-11,3.27,10.6
2013-09-12,3.22,9.03
2013-09-13,3.26,10.6
2013-09-14,3.22,9.02
2013-09-15,631.,.198E+06
2013-09-16,50.7,.212E+05
2013-09-17,10.5,819.
2013-09-18,4.80,25.4
2013-09-19,3.70,13.3
2013-09-20,3.48,11.9
2013-09-21,3.49,11.9
2013-09-22,3.56,12.6
2013-09-23,3.76,15.5
2013-09-24,3.75,15.5
2013-09-25,26.7,.894E+04
2013-09-26,3.95,17.2
2013-09-27,3.85,15.9
2013-09-28,3.86,15.9
2013-09-29,3.87,16.5
2013-09-30,4.05,18.4
2013-10-01,64.1,.276E+05
2013-10-02,98.9,.436E+05
2013-10-03,4.43,21.1
2013-10-04,4.53,22.2
2013-10-05,38.8,.153E+05
2013-10-06,4.48,22.2
2013-10-07,4.44,21.1
2013-10-08,4.46,21.4
2013-10-09,4.45,22.3
2013-10-10,4.57,23.7
2013-10-11,4.53,23.0
2013-10-12,4.67,25.7
2013-10-13,4.61,24.6
2013-10-14,4.70,25.9
2013-10-15,515.,.168E+06
2013-10-16,.313E+04,.643E+06
2013-10-17,454.,.155E+06
2013-10-18,64.4,.271E+05
2013-10-19,222.,.861E+05
2013-10-20,.115E+04,.313E+06
2013-10-21,149.,.628E+05
2013-10-22,39.7,.151E+05
2013-10-23,16.9,.343E+04
2013-10-24,56.9,.237E+05
2013-10-25,111.,.481E+05
2013-10-26,862.,.242E+06
2013-10-27,106.,.465E+05
2013-10-28,28.1,.897E+04
2013-10-29,18.0,.407E+04
2013-10-30,10.0,668.
2013-10-31,8.30,193.
2013-11-01,8.00,127.
2013-11-02,8.13,146.
2013-11-03,8.58,228.
2013-11-04,9.33,489.
2013-11-05,8.69,255.
2013-11-06,8.81,311.
2013-11-07,29.7,.102E+05
2013-11-08,9.24,383.
2013-11-09,9.50,453.
2013-11-10,9.82,542.
2013-11-11,9.87,546.
2013-11-12,9.98,561.
2013-11-13,10.1,612.
2013-11-14,10.3,671.
2013-11-15,10.6,749.
2013-11-16,10.6,799.
2013-11-17,10.7,796.
2013-11-18,10.8,811.
2013-11-19,11.0,976.
2013-11-20,11.1,.103E+04
2013-11-21,11.2,.103E+04
2013-11-22,11.3,.105E+04
2013-11-23,11.4,.108E+04
2013-11-24,11.5,.108E+04
2013-11-25,11.9,.128E+04
2013-11-26,22.6,.646E+04
2013-11-27,11.8,.129E+04
2013-11-28,11.9,.129E+04
2013-11-29,12.0,.133E+04
2013-11-30,12.0,.132E+04
2013-12-01,12.1,.131E+04
2013-12-02,12.1,.131E+04
2013-12-03,12.2,.137E+04
2013-12-04,12.2,.137E+04
2013-12-05,12.3,.137E+04
2013-12-06,12.3,.139E+04
2013-12-07,12.4,.139E+04
2013-12-08,12.4,.146E+04
2013-12-09,12.4,.154E+04
2013-12-10,24.9,.768E+04
2013-12-11,12.5,.154E+04
2013-12-12,12.5,.154E+04
2013-12-13,12.5,.154E+04
2013-12-14,12.5,.154E+04
2013-12-15,12.5,.154E+04
2013-12-16,12.5,.154E+04
2013-12-17,12.5,.154E+04
2013-12-18,15.8,.300E+04
2013-12-19,79.4,.337E+05
2013-12-20,77.6,.329E+05
2013-12-21,12.7,.158E+04
2013-12-22,12.7,.158E+04
2013-12-23,12.7,.158E+04
2013-12-24,12.7,.158E+04
2013-12-25,12.7,.158E+04
2013-12-26,16.6,.332E+04
2013-12-27,15.5,.282E+04
2013-12-28,12.7,.157E+04
2013-12-29,12.7,.157E+04
2013-12-30,12.7,.157E+04
2013-12-31,12.7,.157E+04
2014-01-01,12.7,.158E+04
2014-01-02,12.7,.157E+04
2014-01-03,12.7,.157E+04
2014-01-04,12.7,.157E+04
2014-01-05,12.7,.157E+04
2014-01-06,12.7,.157E+04
2014-01-07,12.7,.157E+04
2014-01-08,52.9,.214E+05
2014-01-09,28.5,.939E+04
2014-01-10,12.9,.157E+04
2014-01-11,12.8,.157E+04
2014-01-12,12.8,.157E+04
2014-01-13,12.8,.157E+04
2014-01-14,12.8,.157E+04
2014-01-15,12.8,.158E+04
2014-01-16,12.8,.158E+04
2014-01-17,12.8,.158E+04
2014-01-18,12.8,.158E+04
2014-01-19,12.8,.158E+04
2014-01-20,12.8,.158E+04
2014-01-21,12.8,.157E+04
2014-01-22,12.8,.157E+04
2014-01-23,12.8,.157E+04
2014-01-24,12.7,.157E+04
2014-01-25,12.7,.157E+04
2014-01-26,12.7,.158E+04
2014-01-27,12.7,.157E+04
2014-01-28,12.6,.158E+04
2014-01-29,12.6,.158E+04
2014-01-30,14.4,.236E+04
2014-01-31,12.6,.157E+04
2014-02-01,12.6,.157E+04
2014-02-02,12.6,.157E+04
2014-02-03,12.4,.139E+04
2014-02-04,18.2,.422E+04
2014-02-05,12.5,.153E+04
2014-02-06,12.4,.139E+04
2014-02-07,12.1,.128E+04
2014-02-08,44.5,.167E+05
2014-02-09,87.4,.380E+05
2014-02-10,69.6,.297E+05
2014-02-11,45.1,.177E+05
2014-02-12,33.5,.117E+05
2014-02-13,11.0,607.
2014-02-14,22.0,.568E+04
2014-02-15,.105E+04,.281E+06
2014-02-16,261.,.992E+05
2014-02-17,25.6,.694E+04
2014-02-18,14.1,.162E+04
2014-02-19,11.6,757.
2014-02-20,10.9,532.
2014-02-21,10.7,485.
2014-02-22,10.7,485.
2014-02-23,10.7,485.
2014-02-24,10.7,539.
2014-02-25,10.7,490.
2014-02-26,10.7,485.
2014-02-27,11.0,529.
2014-02-28,26.4,.786E+04
2014-03-01,11.1,554.
2014-03-02,80.8,.340E+05
2014-03-03,12.1,961.
2014-03-04,11.3,712.
2014-03-05,219.,.861E+05
2014-03-06,37.3,.130E+05
2014-03-07,14.4,.175E+04
2014-03-08,12.1,960.
2014-03-09,11.7,783.
2014-03-10,11.7,784.
2014-03-11,11.8,799.
2014-03-12,11.8,807.
2014-03-13,45.1,.171E+05
2014-03-14,14.0,.173E+04
2014-03-15,12.1,.101E+04
2014-03-16,12.1,.103E+04
2014-03-17,12.2,.103E+04
2014-03-18,12.2,.103E+04
2014-03-19,12.4,.106E+04
2014-03-20,75.7,.316E+05
2014-03-21,13.0,.129E+04
2014-03-22,12.7,.127E+04
2014-03-23,12.7,.127E+04
2014-03-24,12.7,.126E+04
2014-03-25,12.7,.126E+04
2014-03-26,13.0,.135E+04
2014-03-27,13.7,.171E+04
2014-03-28,12.8,.136E+04
2014-03-29,12.9,.138E+04
2014-03-30,72.2,.300E+05
2014-03-31,13.2,.137E+04
2014-04-01,13.1,.137E+04
2014-04-02,13.0,.136E+04
