,降水量,気温.1,気温.2,風向・風速,日照 時間 (h,day,mean
2003-02-02,0.0,5.5,-5.8,1.7,5.8,6.3375,6.5474
2003-02-03,0.0,7.1,-2.9,1.4,8.7,6.5583,6.5755
2003-02-04,3.0,5.4,-5.2,0.6,1.1,6.5625,6.5531
2003-02-05,0.0,6.2,-0.3,2.0,2.3,6.4042,6.438
2003-02-06,0.0,7.2,-3.8,0.9,5.8,6.5208,6.3516
2003-02-07,0.0,10.9,-5.6,0.4,8.8,6.65,6.3318
2003-02-08,1.0,-2.0,-2.6,0.5,6.2,6.5542,6.1766
2003-02-09,12.0,,,2.3,7.2,6.7917,6.126
2003-02-10,0.0,,,0.8,4.3,6.5625,6.0557
2003-02-11,8.0,,,1.2,0.0,6.3792,6.0016
2003-02-12,0.0,,,1.4,0.2,5.6417,5.9516
2003-02-13,0.0,6.7,-2.2,1.0,3.9,5.7125,6.0031
2003-02-14,0.0,10.9,-4.7,0.7,8.8,6.3625,5.9193
2003-02-15,0.0,9.3,-4.3,0.9,7.1,5.4083,5.7401
2003-02-16,19.0,6.3,0.4,1.1,0.0,6.15,5.7443
2003-02-17,0.0,11.2,-3.3,0.7,9.1,6.2292,5.5328
2003-02-18,3.0,6.0,-1.2,1.4,0.0,6.1292,5.3547
2003-02-19,0.0,7.2,-0.5,2.0,7.3,5.9792,5.225
2003-02-20,1.0,5.8,3.2,3.1,0.0,6.0542,5.0964
2003-02-21,0.0,8.1,-1.2,1.7,8.3,5.0417,4.9224
2003-02-22,1.0,6.3,0.3,0.8,0.1,4.9292,5.0224
2003-02-23,0.0,7.6,2.8,2.9,1.8,5.4417,5.2943
2003-02-24,16.0,4.3,0.3,1.9,0.0,4.4583,5.4443
2003-02-25,0.0,8.2,-2.5,1.1,9.0,4.8042,5.7938
2003-02-26,0.0,9.8,-2.7,1.0,4.8,5.0917,6.038
2003-02-27,0.0,9.3,-0.7,2.3,8.0,4.95,6.1906
2003-02-28,0.0,8.0,-5.8,1.2,10.2,4.6625,6.3281
2003-03-01,13.0,13.8,-4.5,1.9,0.0,5.8417,6.4787
2003-03-02,16.0,14.4,1.4,1.7,6.1,7.1042,6.6964
2003-03-03,20.0,15.7,0.1,1.1,0.9,6.6417,6.6302
2003-03-04,0.0,5.3,-4.1,2.0,5.8,7.2542,6.4521
2003-03-05,0.0,6.5,-7.2,0.7,9.4,6.7583,6.0786
2003-03-06,1.0,6.2,-2.8,1.4,0.2,6.3125,5.7917
2003-03-07,54.0,10.6,4.3,2.3,0.0,6.05,5.5938
2003-03-08,0.0,10.6,0.6,1.8,5.7,5.8667,5.4625
2003-03-09,0.0,10.4,-2.2,2.0,9.8,7.5833,5.3417
2003-03-10,0.0,8.9,-5.0,1.1,6.9,6.575,5.0125
2003-03-11,0.0,7.8,-6.0,1.7,8.4,5.2167,4.812
2003-03-12,0.0,8.7,-6.6,1.0,9.2,4.2667,4.8396
2003-03-13,0.0,7.4,-5.8,1.0,10.3,4.4625,5.051
2003-03-14,0.0,8.7,-5.1,1.1,8.0,4.7292,5.2026
2003-03-15,0.0,7.3,1.5,1.9,0.7,5.0,5.1328
2003-03-16,5.0,11.0,-2.0,1.1,7.2,4.9,5.0594
2003-03-17,6.0,5.8,-0.6,1.8,0.0,4.95,5.1599
2003-03-18,0.0,8.7,-1.7,1.1,8.6,4.9708,5.162
2003-03-19,0.0,10.5,-0.1,1.0,7.1,5.4375,5.1042
2003-03-20,0.0,12.5,-3.3,1.4,6.6,5.9583,5.2006
2003-03-21,0.0,8.5,-3.0,1.1,10.8,5.675,5.3266
2003-03-22,0.0,7.0,-2.5,1.6,0.0,4.1708,5.5339
2003-03-23,0.0,13.7,-1.0,1.0,10.2,4.4125,5.9141
2003-03-24,0.0,18.6,1.2,1.3,9.4,5.7042,6.3547
2003-03-25,24.0,9.2,6.8,1.5,0.0,4.9667,6.6172
2003-03-26,0.0,17.7,4.8,1.9,10.1,4.5083,7.0105
2003-03-27,0.0,20.3,5.4,2.6,6.9,6.2087,7.5433
2003-03-28,0.0,16.9,7.9,2.0,10.8,6.9667,7.8849
2003-03-29,1.0,9.4,-0.7,1.5,0.0,7.3333,8.2667
2003-03-30,0.0,11.5,-2.7,0.8,6.8,7.2125,8.4896
2003-03-31,0.0,18.3,-0.2,1.1,9.8,7.9375,8.6833
2003-04-01,0.0,11.7,3.6,1.7,10.3,7.8042,8.9141
2003-04-02,22.0,9.9,5.0,1.4,0.0,8.1125,9.1167
2003-04-03,1.0,10.4,3.9,3.0,8.9,8.7708,9.3489
2003-04-04,0.0,10.2,3.3,1.9,7.5,8.9417,9.3635
2003-04-05,34.0,7.0,3.7,3.3,0.0,10.0208,9.064
2003-04-06,1.0,14.9,1.6,2.0,9.9,9.1167,8.6108
2003-04-07,0.0,17.9,-0.9,1.2,9.9,8.7625,8.2686
2003-04-08,15.0,18.2,9.8,4.4,0.5,9.7833,7.9774
2003-04-09,1.0,20.4,6.2,1.8,6.8,9.425,7.5748
2003-04-10,0.0,12.2,1.4,1.3,10.3,9.9708,7.3191
2003-04-11,0.0,16.2,-0.1,2.7,2.6,8.8875,6.8212
2003-04-12,18.0,21.5,12.8,2.2,2.3,6.5458,6.7264
2003-04-13,0.0,21.9,13.3,1.8,6.8,6.3947,6.6467
2003-04-14,0.0,14.8,9.8,1.9,1.4,6.3792,6.6312
2003-04-15,3.0,11.4,9.1,1.5,0.0,6.4333,6.8088
2003-04-16,0.0,16.0,7.4,1.6,9.5,6.5625,7.1745
2003-04-17,0.0,24.4,5.2,1.0,9.7,7.3792,7.5682
2003-04-18,0.0,23.6,8.5,1.0,9.3,5.9875,7.8052
2003-04-19,0.0,25.5,9.9,1.5,2.9,8.1292,8.2172
2003-04-20,3.0,17.2,8.3,2.4,0.0,5.9083,8.3521
2003-04-21,4.0,15.4,8.0,1.4,1.6,6.2708,8.9172
2003-04-22,0.0,14.5,3.4,1.4,11.2,7.8,9.4948
2003-04-23,0.0,16.3,5.6,2.7,0.0,9.3583,9.8562
2003-04-24,0.0,18.5,12.3,1.6,0.0,9.7125,9.8115
2003-04-25,1.0,15.5,11.2,1.0,0.0,9.275,9.7422
2003-04-26,5.0,26.7,12.0,1.7,0.4,9.2833,9.6542
2003-04-27,0.0,17.7,7.7,1.4,7.2,9.2083,9.526
2003-04-28,0.0,22.5,5.9,1.4,11.5,10.4292,9.5052
2003-04-29,0.0,24.3,8.3,3.4,10.4,10.8917,9.2521
2003-04-30,19.0,25.1,10.8,2.8,0.5,10.6917,8.8891
2003-05-01,0.0,16.5,5.5,1.4,12.0,9.0,8.7469
2003-05-02,0.0,22.3,4.1,1.7,7.1,9.1583,8.6854
2003-05-03,0.0,22.7,13.1,1.1,8.1,8.5708,8.6141
2003-05-04,0.0,25.4,13.8,1.0,2.2,8.2583,8.6469
2003-05-05,0.0,18.3,12.4,2.3,9.9,9.0417,8.751
2003-05-06,0.0,20.8,11.8,1.1,5.8,8.4042,8.8615
2003-05-07,0.0,25.0,13.3,2.3,0.2,7.9875,9.1219
2003-05-08,15.0,26.7,9.8,3.2,0.0,9.5542,9.3349
2003-05-09,0.0,14.8,5.4,1.7,10.4,8.5083,9.3005
2003-05-10,0.0,18.5,3.8,1.1,6.7,8.5875,9.3771
2003-05-11,0.0,21.1,7.0,1.4,2.2,8.8333,9.4646
2003-05-12,2.0,19.3,13.2,0.8,0.0,9.0917,9.4302
2003-05-13,0.0,24.6,10.8,2.0,2.9,9.925,9.3938
2003-05-14,0.0,23.5,12.3,2.5,2.6,10.4875,9.0917
2003-05-15,20.0,16.9,13.9,1.8,0.0,9.6917,8.5911
2003-05-16,3.0,16.3,12.1,2.2,0.0,9.2792,8.3479
2003-05-17,0.0,14.9,11.4,1.4,0.0,9.1208,8.176
2003-05-18,0.0,16.9,12.3,1.9,0.0,9.2875,8.1448
2003-05-19,3.0,16.3,11.5,0.5,0.0,8.5583,8.0755
2003-05-20,39.0,23.9,10.5,0.9,1.1,8.8,8.1057
2003-05-21,9.0,20.9,11.3,1.6,3.2,7.5083,8.0484
2003-05-22,0.0,14.1,9.3,2.0,0.0,6.4833,8.212
2003-05-23,0.0,16.7,12.2,1.7,0.0,7.7458,8.5052
2003-05-24,0.0,19.1,10.5,1.6,0.2,7.9042,8.7839
2003-05-25,0.0,18.0,12.0,2.1,3.7,8.8708,8.9255
2003-05-26,0.0,16.9,12.7,1.2,0.0,8.7333,8.8875
2003-05-27,0.0,23.1,13.2,0.7,0.0,8.8,8.7615
2003-05-28,0.0,25.5,15.2,1.1,9.0,8.3417,8.6412
2003-05-29,0.0,25.9,13.0,1.6,11.0,8.8167,8.651
2003-05-30,0.0,27.0,12.2,1.9,5.7,8.8292,8.713
2003-05-31,22.0,21.9,17.7,2.8,0.0,9.975,8.7662
2003-06-01,2.0,27.3,14.4,2.0,0.4,9.0375,8.676
2003-06-02,3.0,24.2,11.8,1.5,8.2,8.5667,8.762
2003-06-03,19.0,23.0,14.3,1.3,5.3,7.725,8.8573
2003-06-04,2.0,23.7,14.2,0.7,0.0,7.8375,9.013
2003-06-05,3.0,24.7,13.0,2.2,6.3,8.4208,9.1026
2003-06-06,0.0,16.7,12.9,1.9,0.0,9.3125,9.1979
2003-06-07,0.0,16.8,13.7,1.6,0.0,9.2542,9.1703
2003-06-08,0.0,20.1,14.0,1.9,2.7,9.2542,9.0354
2003-06-09,0.0,19.0,12.9,2.3,0.7,9.725,8.9839
2003-06-10,0.0,21.5,13.9,1.3,0.9,9.3292,8.8448
2003-06-11,1.0,24.7,15.4,1.3,0.8,8.9708,8.9047
2003-06-12,2.0,24.1,17.4,1.3,0.0,8.5542,9.0391
2003-06-13,0.0,28.4,22.0,2.0,0.0,9.1833,9.3276
2003-06-14,3.0,29.7,18.2,1.5,1.7,9.0917,9.3286
2003-06-15,1.0,23.8,17.9,0.8,0.0,8.175,9.3458
2003-06-16,0.0,21.5,16.2,1.4,0.1,8.8417,9.5
2003-06-17,5.0,26.0,16.4,0.8,0.0,8.6125,9.4432
2003-06-18,0.0,27.2,20.0,0.8,0.0,9.8083,9.2844
2003-06-19,0.0,30.7,20.3,1.8,1.6,10.0458,9.1141
2003-06-20,0.0,31.3,20.9,3.0,5.5,10.8625,9.0662
2003-06-21,0.0,33.3,17.9,1.0,9.9,9.1917,8.9557
2003-06-22,0.0,27.8,17.1,1.6,3.6,9.2292,9.126
2003-06-23,0.0,21.7,16.3,2.0,0.0,9.4083,9.3266
2003-06-24,4.0,21.6,18.2,1.3,0.0,8.3875,9.5833
2003-06-25,13.0,23.1,16.4,1.5,0.5,7.3417,9.9667
2003-06-26,1.0,21.3,15.3,1.8,0.3,8.4458,10.3526
2003-06-27,0.0,27.2,13.9,1.0,6.8,9.6625,10.6599
2003-06-28,4.0,19.1,17.2,2.0,0.0,9.9792,10.6255
2003-06-29,5.0,28.6,17.3,1.0,2.7,10.5542,10.551
2003-06-30,28.0,29.6,18.3,1.8,5.3,10.8333,10.3667
2003-07-01,2.0,20.2,17.4,2.1,0.0,11.4625,10.1255
2003-07-02,0.0,21.8,16.7,2.3,3.6,11.4542,9.6974
2003-07-03,4.0,22.6,16.6,1.2,0.0,10.4292,9.2349
2003-07-04,10.0,27.4,18.6,2.6,1.2,10.9042,8.8839
2003-07-05,0.0,25.0,16.8,1.8,8.5,9.3875,8.3786
2003-07-06,0.0,22.1,16.8,1.5,0.5,9.3833,8.0781
2003-07-07,29.0,20.7,17.9,1.3,0.0,9.0792,7.8292
2003-07-08,2.0,19.2,16.2,2.6,0.0,8.9042,7.7583
2003-07-09,0.0,21.0,16.3,1.9,0.2,8.0375,7.85
2003-07-10,1.0,24.3,17.3,2.1,0.0,7.7542,8.1016
2003-07-11,6.0,31.2,20.6,1.7,2.3,7.6208,8.3641
2003-07-12,2.0,28.2,17.4,1.4,2.8,6.8625,8.6594
2003-07-13,11.0,18.6,16.4,2.3,0.0,6.9833,9.05
2003-07-14,5.0,19.3,15.6,2.5,0.0,7.3917,9.3562
2003-07-15,0.0,26.7,14.8,1.2,2.8,8.5125,9.6703
2003-07-16,0.0,24.3,15.9,1.5,0.8,9.6375,9.837
2003-07-17,0.0,22.3,17.3,2.5,1.7,10.05,9.8271
2003-07-18,0.0,22.8,17.5,1.9,0.5,9.8542,9.6328
2003-07-19,0.0,20.4,17.8,2.0,0.0,9.9833,9.1776
2003-07-20,0.0,23.1,17.9,1.2,0.0,9.9875,8.763
2003-07-21,38.0,23.5,18.0,1.8,0.0,9.4333,8.3911
2003-07-22,0.0,19.9,16.5,2.8,0.0,9.9042,8.0307
2003-07-23,6.0,19.6,16.4,2.1,0.0,9.8458,7.6823
2003-07-24,15.0,23.6,16.7,1.6,0.0,9.5583,7.2927
2003-07-25,0.0,23.7,18.1,1.7,0.1,8.4958,7.0672
2003-07-26,7.0,20.7,17.7,1.8,0.0,6.2125,6.987
2003-07-27,0.0,22.7,15.3,2.3,5.9,6.6667,7.1802
2003-07-28,0.0,23.8,15.1,1.0,3.9,7.0125,7.4792
2003-07-29,3.0,27.8,16.1,1.3,2.8,6.55,7.9401
2003-07-30,3.0,26.6,23.4,2.0,0.0,7.1167,8.213
2003-07-31,0.0,27.0,18.8,1.9,5.7,6.7292,8.5365
2003-08-01,0.0,21.9,18.5,2.1,0.0,7.7542,8.9578
2003-08-02,1.0,32.5,19.0,1.3,2.0,7.8542,9.6172
2003-08-03,0.0,34.7,22.7,1.5,9.0,7.7583,9.8083
2003-08-04,0.0,34.9,22.9,1.0,9.5,9.0583,10.0604
2003-08-05,4.0,32.0,23.0,0.8,6.6,10.7,10.251
2003-08-06,0.0,26.9,20.6,1.5,2.7,8.7333,10.1849
2003-08-07,0.0,26.6,20.2,1.0,0.2,9.7042,10.2469
2003-08-08,3.0,32.3,21.0,2.9,5.2,10.1,9.9245
2003-08-09,11.0,29.5,24.9,5.6,0.0,13.0292,9.3661
2003-08-10,0.0,32.0,21.4,1.4,8.3,9.3833,8.3734
2003-08-11,0.0,33.4,21.8,2.5,8.4,9.775,7.8109
2003-08-12,0.0,27.0,18.2,2.2,0.2,10.5833,7.2734
2003-08-13,0.0,26.9,18.4,1.2,1.2,10.1708,6.6427
2003-08-14,51.0,19.3,17.5,2.2,0.0,9.2292,6.0938
2003-08-15,113.0,19.2,17.6,2.4,0.0,7.125,5.7016
2003-08-16,13.0,19.6,17.3,2.4,0.0,5.6333,5.5844
2003-08-17,18.0,21.1,17.7,1.4,0.0,5.0875,5.662
2003-08-18,2.0,23.8,17.9,1.0,0.0,4.8833,5.8063
2003-08-19,0.0,22.8,18.8,1.5,0.1,5.475,6.0834
2003-08-20,0.0,24.5,18.9,0.9,0.4,5.5375,6.3151
2003-08-21,0.0,31.9,19.9,0.8,4.5,5.7792,6.5511
2003-08-22,0.0,30.6,20.3,0.8,7.8,6.0917,6.8047
2003-08-23,0.0,34.8,23.9,1.0,6.3,6.1875,6.9896
2003-08-24,0.0,31.9,22.2,1.3,10.5,6.2542,7.2031
2003-08-25,0.0,35.0,22.2,1.4,7.1,6.2417,7.4214
2003-08-26,0.0,29.3,22.9,0.8,0.2,7.1,7.6172
2003-08-27,38.0,24.2,19.7,2.5,0.2,7.3292,7.6578
2003-08-28,0.0,23.9,20.0,1.5,0.0,7.425,7.5927
2003-08-29,0.0,34.2,21.1,1.3,7.2,7.8083,7.5099
2003-08-30,0.0,24.0,20.1,1.5,0.2,7.5708,7.3318
2003-08-31,1.0,25.0,18.3,2.0,0.0,7.8958,7.3776
2003-09-01,2.0,21.2,18.3,1.5,0.0,8.0,7.3479
2003-09-02,0.0,27.1,19.7,0.6,0.1,7.8083,7.3224
2003-09-03,0.0,32.0,20.3,0.6,3.0,7.425,7.4005
2003-09-04,0.0,26.9,16.6,1.5,7.0,6.8083,7.4984
2003-09-05,0.0,25.8,14.9,1.3,11.1,6.7625,7.6474
2003-09-06,0.0,31.1,17.8,1.0,4.5,6.3833,7.8718
2003-09-07,1.0,22.2,18.6,2.7,0.0,7.9375,8.1463
2003-09-08,0.0,27.4,18.5,0.6,1.8,7.6583,8.1838
2003-09-09,0.0,33.9,19.7,1.0,10.4,7.7958,8.3286
2003-09-10,0.0,33.8,23.5,2.3,7.9,8.4333,8.4859
2003-09-11,0.0,34.0,22.2,1.1,8.3,8.2083,8.4891
2003-09-12,0.0,28.3,22.0,1.5,1.3,8.0,8.6349
2003-09-13,0.0,33.8,22.4,1.8,4.9,8.5583,8.7912
2003-09-14,0.0,31.0,18.9,1.1,10.3,8.5792,8.6948
2003-09-15,0.0,31.3,18.1,1.4,8.5,8.2375,8.7375
2003-09-16,0.0,25.2,19.6,2.0,5.9,8.8167,8.6338
2003-09-17,0.0,29.1,18.1,1.2,8.9,9.0542,8.4526
2003-09-18,0.0,28.1,20.2,1.0,8.1,8.4583,8.1703
2003-09-19,0.0,31.9,20.0,1.5,6.8,9.375,7.9693
2003-09-20,18.0,23.8,16.8,2.9,0.0,9.25,7.7578
2003-09-21,81.0,16.8,14.6,2.6,0.0,7.7875,7.5828
2003-09-22,6.0,17.5,10.4,3.2,0.6,8.9208,7.6557
2003-09-23,0.0,19.9,7.6,2.4,7.9,7.4083,7.6766
2003-09-24,6.0,21.6,14.4,2.1,1.4,7.3667,7.7276
2003-09-25,2.0,19.2,14.3,0.8,0.0,6.7958,7.7333
2003-09-26,0.0,25.0,17.8,1.3,1.1,6.85,7.7906
2003-09-27,0.0,23.2,15.8,1.8,9.6,7.6833,7.7438
2003-09-28,0.0,21.7,16.5,2.2,6.9,7.85,7.5474
2003-09-29,0.0,22.2,14.3,1.7,9.5,8.3708,7.3448
2003-09-30,0.0,24.4,9.3,2.0,10.5,9.0875,7.0979
2003-10-01,0.0,24.3,6.2,0.8,7.7,7.8167,6.8052
2003-10-02,0.0,28.1,13.2,0.9,5.8,7.4125,6.699
2003-10-03,0.0,23.0,10.8,0.7,2.6,7.2542,6.701
2003-10-04,0.0,20.7,9.6,0.5,5.8,6.475,6.7938
2003-10-05,0.0,20.3,9.7,1.0,7.5,6.1125,6.9385
2003-10-06,0.0,17.8,10.1,0.5,0.0,6.2292,7.1906
2003-10-07,0.0,19.2,10.2,2.4,4.0,6.3958,7.3417
2003-10-08,0.0,18.3,12.0,2.1,0.2,6.7458,7.3838
2003-10-09,0.0,19.6,10.4,2.5,6.7,6.9667,7.449
2003-10-10,0.0,20.0,9.0,1.7,5.2,7.4292,7.6021
2003-10-11,0.0,19.7,11.3,1.2,0.0,7.9958,7.5948
2003-10-12,5.0,22.5,16.5,0.4,0.0,7.6333,7.3995
2003-10-13,48.0,28.7,15.6,1.8,1.2,8.1292,7.276
2003-10-14,29.0,16.3,10.8,1.6,0.0,7.4375,7.0646
2003-10-15,4.0,18.5,10.9,1.1,2.9,6.7333,6.9083
2003-10-16,0.0,19.5,9.8,0.8,7.0,7.2667,6.8167
2003-10-17,0.0,17.7,9.1,2.2,9.6,8.1917,6.6792
2003-10-18,0.0,17.4,9.2,1.1,0.3,7.3708,6.363
2003-10-19,0.0,19.8,7.8,1.2,9.8,6.4333,6.1891
2003-10-20,0.0,18.3,6.5,1.2,6.2,6.6458,6.1219
2003-10-21,0.0,20.4,6.8,1.0,7.1,6.4375,5.8974
2003-10-22,19.0,17.4,14.6,1.4,0.0,6.1875,5.7641
2003-10-23,5.0,21.4,8.2,1.1,3.3,6.0,5.6031
2003-10-24,0.0,19.0,4.2,0.5,9.6,6.1667,5.401
2003-10-25,0.0,15.8,9.1,0.7,0.0,5.6625,5.1719
2003-10-26,0.0,17.5,10.9,2.2,6.9,5.9792,5.0698
2003-10-27,0.0,16.9,11.8,1.4,0.4,5.8958,4.9594
2003-10-28,16.0,17.5,12.4,1.1,0.0,4.85,4.8614
2003-10-29,0.0,26.1,7.9,2.0,8.7,5.3708,4.8224
2003-10-30,0.0,21.4,5.6,0.7,9.2,4.9,4.6203
2003-10-31,0.0,19.2,4.9,0.9,6.8,4.3833,4.4995
2003-11-01,0.0,19.5,10.5,0.4,0.4,4.3333,4.5114
2003-11-02,0.0,20.6,11.8,0.6,6.3,4.8458,4.5276
2003-11-03,2.0,20.1,10.4,0.1,0.7,5.0958,4.3995
2003-11-04,0.0,20.1,12.7,1.3,5.4,5.1125,4.1964
2003-11-05,4.0,20.6,9.4,0.8,3.3,4.5375,3.987
2003-11-06,9.0,20.4,12.3,0.3,1.2,3.7542,3.8979
2003-11-07,0.0,20.4,10.8,1.0,1.8,3.9333,3.9083
2003-11-08,0.0,20.9,11.0,1.1,5.2,4.4792,3.9042
2003-11-09,1.0,15.2,11.5,2.7,0.0,4.4625,3.8318
2003-11-10,12.0,12.4,8.8,2.5,0.0,3.8208,3.7614
2003-11-11,12.0,12.1,9.2,1.9,0.0,3.4708,3.8417
2003-11-12,1.0,15.8,9.2,2.0,7.4,3.4375,4.0292
2003-11-13,0.0,14.0,5.0,1.7,1.5,3.825,3.7328
2003-11-14,0.0,15.2,1.9,0.7,8.6,3.8375,3.563
2003-11-15,0.0,16.3,3.5,1.0,0.2,3.9,3.8922
2003-11-16,1.0,25.0,10.1,2.3,6.7,3.9,4.2495
2003-11-17,0.0,16.1,1.6,1.0,7.3,3.9,4.4609
2003-11-18,0.0,15.0,-1.4,0.7,7.9,4.4625,4.6156
2003-11-19,0.0,16.6,4.8,0.4,2.3,4.9708,4.7537
2003-11-20,11.0,12.8,6.9,0.6,0.0,1.0667,4.7839
2003-11-21,3.0,22.1,12.2,0.9,4.5,2.4667,5.2688
2003-11-22,0.0,17.9,3.3,1.1,6.0,6.4708,5.5984
2003-11-23,0.0,10.5,3.0,1.5,2.4,6.7583,5.513
2003-11-24,3.0,12.4,6.7,1.8,0.0,5.5917,5.525
2003-11-25,52.0,15.3,8.5,1.6,0.0,5.1375,5.5953
2003-11-26,0.0,13.1,6.5,2.8,7.9,5.5667,5.6219
2003-11-27,0.0,10.5,4.2,1.7,0.1,5.2125,5.5573
2003-11-28,0.0,13.7,8.2,2.7,0.9,4.9458,5.5214
2003-11-29,42.0,15.2,9.7,1.5,0.0,5.1042,5.4521
2003-11-30,49.0,16.3,13.2,0.7,0.0,5.7875,5.3578
2003-12-01,23.0,14.4,10.4,3.2,0.0,6.8542,5.1287
2003-12-02,4.0,16.6,4.2,2.3,6.2,6.1542,4.762
2003-12-03,0.0,12.1,0.6,0.5,3.7,5.35,4.4453
2003-12-04,0.0,13.1,0.2,0.8,7.4,5.05,4.2026
2003-12-05,2.0,8.7,-1.3,0.7,0.0,4.925,3.9797
2003-12-06,0.0,11.4,5.3,1.2,0.0,4.3917,3.7344
2003-12-07,0.0,16.9,3.0,1.2,7.1,4.35,3.5656
2003-12-08,0.0,12.5,-0.3,0.8,3.8,3.9542,3.4177
2003-12-09,0.0,11.2,-1.1,0.9,7.4,3.9208,3.3146
2003-12-10,0.0,10.5,-1.0,0.7,7.5,3.6208,3.2229
2003-12-11,7.0,7.0,-1.3,1.1,0.0,3.4083,3.188
2003-12-12,7.0,8.9,3.0,1.2,0.0,3.2667,3.1662
2003-12-13,0.0,13.3,-1.1,0.5,7.6,2.9625,3.1922
2003-12-14,0.0,13.2,-3.3,0.5,7.6,3.0417,3.1927
2003-12-15,0.0,14.1,-1.2,0.8,5.9,3.1667,3.1698
2003-12-16,0.0,12.2,-1.9,0.8,3.0,3.1292,3.1505
2003-12-17,0.0,8.1,-3.6,0.5,0.1,3.1875,3.1713
2003-12-18,0.0,11.9,-3.4,1.1,7.2,3.3417,3.2021
2003-12-19,0.0,11.5,-0.9,0.5,3.3,3.2333,3.239
2003-12-20,0.0,5.8,-1.9,2.3,7.6,3.475,3.3109
2003-12-21,0.0,9.2,-2.9,1.1,7.6,2.9667,3.3052
2003-12-22,0.0,10.9,-4.9,0.5,6.4,2.8583,3.3609
2003-12-23,0.0,15.2,-2.5,0.5,7.5,3.0125,3.4104
2003-12-24,0.0,14.8,-2.4,0.5,5.4,3.2958,3.4545
2003-12-25,0.0,12.9,-2.0,0.4,4.5,3.4333,3.4772
2003-12-26,1.0,11.3,1.4,1.5,4.5,3.6375,3.4845
2003-12-27,3.0,6.1,-4.5,1.0,4.6,3.8083,3.4539
2003-12-28,0.0,8.2,-6.0,0.4,7.1,3.4292,3.3653
2003-12-29,0.0,11.0,-4.0,0.5,6.1,3.4125,3.283
2003-12-30,0.0,11.8,-1.0,1.0,7.6,3.2542,3.2049
2003-12-31,0.0,10.1,-0.4,0.8,2.1,3.3652,3.1746
2004-01-01,0.0,11.9,-2.8,0.8,6.3,,3.0823
2004-01-02,0.0,14.3,-0.9,1.0,6.7,,3.04
2004-01-03,0.0,13.7,0.8,0.7,7.3,,3.0111
2004-01-04,0.0,9.5,-2.2,1.0,7.5,,3.0065
2004-01-05,0.0,8.6,-3.1,1.1,4.9,3.1,3.0073
2004-01-06,0.0,8.6,-3.6,1.1,6.7,3.1,3.0083
2004-01-07,0.0,7.0,-3.7,0.6,4.1,3.1333,3.0729
2004-01-08,0.0,7.2,-4.4,1.8,7.4,2.9958,3.0932
2004-01-09,0.0,9.3,-7.8,0.7,7.7,2.8708,3.1245
2004-01-10,0.0,10.0,-4.8,0.5,6.5,2.8667,3.162
2004-01-11,0.0,8.2,-4.7,1.5,7.6,2.9792,3.1672
2004-01-12,0.0,7.5,-6.6,0.8,6.3,3.0125,3.1974
2004-01-13,5.0,7.8,2.3,1.5,1.6,3.1083,3.2406
2004-01-14,0.0,5.5,-0.9,2.5,7.8,3.6167,3.3047
2004-01-15,0.0,6.4,-4.4,1.3,7.9,3.2958,3.2942
2004-01-16,0.0,5.6,-7.8,1.3,7.9,3.2458,3.3177
2004-01-17,1.0,4.5,-1.8,1.3,0.0,3.1708,3.364
2004-01-18,0.0,8.1,-1.7,0.9,7.1,2.9083,3.4292
2004-01-19,2.0,5.7,-2.2,1.2,0.2,3.2208,3.5161
2004-01-20,0.0,10.8,-4.7,0.4,7.7,3.3583,3.5641
2004-01-21,0.0,10.5,0.6,1.0,2.2,3.6208,3.6073
2004-01-22,0.0,8.9,-3.1,1.1,5.7,3.5333,3.6245
2004-01-23,0.0,8.5,-2.8,1.4,8.0,3.4833,3.6354
2004-01-24,0.0,5.7,-5.4,0.5,0.0,3.6167,3.6266
2004-01-25,0.0,7.8,-5.0,0.9,7.5,3.6917,3.6042
2004-01-26,0.0,8.6,-7.2,0.7,8.2,3.6042,3.5536
2004-01-27,0.0,8.0,-3.3,1.2,0.8,3.6042,3.4802
2004-01-28,0.0,11.0,-6.9,1.1,8.5,3.7042,3.412
2004-01-29,0.0,9.5,-3.8,1.4,8.3,3.7583,3.364
2004-01-30,0.0,9.5,-0.6,0.8,5.8,3.6208,3.3078
2004-01-31,0.0,10.4,-3.7,0.7,6.9,3.4125,3.2781
2004-02-01,0.0,9.3,-6.7,0.6,8.2,3.4375,3.2734
2004-02-02,8.0,8.3,1.1,0.9,0.0,3.2875,3.2995
2004-02-03,4.0,9.0,1.9,1.4,0.0,3.0167,3.3755
2004-02-04,0.0,10.3,-1.6,1.1,8.4,3.0583,3.5031
2004-02-05,0.0,9.2,-2.8,1.8,6.7,3.3208,3.6562
2004-02-06,0.0,8.8,-6.1,1.3,8.8,3.3083,3.7953
2004-02-07,0.0,9.2,-3.4,1.2,8.0,3.3833,3.9396
2004-02-08,0.0,10.0,-7.1,1.0,8.9,3.375,4.1738
2004-02-09,0.0,9.3,-4.2,0.9,6.8,3.6458,4.3472
2004-02-10,0.0,6.0,-5.8,1.1,8.7,3.8958,4.492
2004-02-11,0.0,7.5,-5.2,1.0,5.7,4.0375,4.6915
2004-02-12,0.0,11.2,-4.4,1.0,8.1,4.2833,4.8405
2004-02-13,0.0,9.3,-2.9,1.2,8.5,4.4333,4.9759
2004-02-14,1.0,14.0,3.0,2.0,5.0,4.4625,5.0634
